image,dmos,reference,noise
I10_03_01.png,4.67,I10.png,3
I10_03_02.png,4.2,I10.png,3
I10_03_03.png,2.9,I10.png,3
I10_03_04.png,2.17,I10.png,3
I10_03_05.png,1.4,I10.png,3
I11_03_01.png,4.7,I11.png,3
I11_03_02.png,3.57,I11.png,3
I11_03_03.png,2.47,I11.png,3
I11_03_04.png,2.1,I11.png,3
I11_03_05.png,1.47,I11.png,3
I12_03_01.png,4.53,I12.png,3
I12_03_02.png,3.7,I12.png,3
I12_03_03.png,2.06,I12.png,3
I12_03_04.png,1.6,I12.png,3
I12_03_05.png,1.37,I12.png,3
I13_03_01.png,4.4,I13.png,3
I13_03_02.png,4.43,I13.png,3
I13_03_03.png,3.43,I13.png,3
I13_03_04.png,2.33,I13.png,3
I13_03_05.png,1.47,I13.png,3
I14_03_01.png,4.67,I14.png,3
I14_03_02.png,3.55,I14.png,3
I14_03_03.png,2.5,I14.png,3
I14_03_04.png,1.9,I14.png,3
I14_03_05.png,1.45,I14.png,3
I15_03_01.png,4.6,I15.png,3
I15_03_02.png,3.7,I15.png,3
I15_03_03.png,2,I15.png,3
I15_03_04.png,2.07,I15.png,3
I15_03_05.png,1.33,I15.png,3
I16_03_01.png,4.47,I16.png,3
I16_03_02.png,3.47,I16.png,3
I16_03_03.png,2.03,I16.png,3
I16_03_04.png,1.63,I16.png,3
I16_03_05.png,1.17,I16.png,3
I17_03_01.png,4.61,I17.png,3
I17_03_02.png,3.7,I17.png,3
I17_03_03.png,2.27,I17.png,3
I17_03_04.png,1.9,I17.png,3
I17_03_05.png,1.47,I17.png,3
I18_03_01.png,4.3,I18.png,3
I18_03_02.png,3.97,I18.png,3
I18_03_03.png,3.07,I18.png,3
I18_03_04.png,2.33,I18.png,3
I18_03_05.png,1.57,I18.png,3
I19_03_01.png,4.57,I19.png,3
I19_03_02.png,3.73,I19.png,3
I19_03_03.png,3.03,I19.png,3
I19_03_04.png,2.17,I19.png,3
I19_03_05.png,1.84,I19.png,3
I20_03_01.png,4.4,I20.png,3
I20_03_02.png,4.03,I20.png,3
I20_03_03.png,3.13,I20.png,3
I20_03_04.png,2.13,I20.png,3
I20_03_05.png,1.87,I20.png,3
I21_03_01.png,4.7,I21.png,3
I21_03_02.png,3.6,I21.png,3
I21_03_03.png,2.23,I21.png,3
I21_03_04.png,1.9,I21.png,3
I21_03_05.png,1.53,I21.png,3
I22_03_01.png,4.77,I22.png,3
I22_03_02.png,4.33,I22.png,3
I22_03_03.png,2.73,I22.png,3
I22_03_04.png,2.33,I22.png,3
I22_03_05.png,1.9,I22.png,3
I23_03_01.png,4.93,I23.png,3
I23_03_02.png,4.47,I23.png,3
I23_03_03.png,3.3,I23.png,3
I23_03_04.png,2.77,I23.png,3
I23_03_05.png,2.07,I23.png,3
I24_03_01.png,4.5,I24.png,3
I24_03_02.png,4,I24.png,3
I24_03_03.png,3.03,I24.png,3
I24_03_04.png,2.4,I24.png,3
I24_03_05.png,1.83,I24.png,3
I25_03_01.png,4.77,I25.png,3
I25_03_02.png,4.43,I25.png,3
I25_03_03.png,3.1,I25.png,3
I25_03_04.png,2.9,I25.png,3
I25_03_05.png,1.73,I25.png,3
I26_03_01.png,4.67,I26.png,3
I26_03_02.png,4.33,I26.png,3
I26_03_03.png,3,I26.png,3
I26_03_04.png,2.37,I26.png,3
I26_03_05.png,1.87,I26.png,3
I27_03_01.png,4.4,I27.png,3
I27_03_02.png,3.27,I27.png,3
I27_03_03.png,2.5,I27.png,3
I27_03_04.png,1.5,I27.png,3
I27_03_05.png,1.67,I27.png,3
I28_03_01.png,4.47,I28.png,3
I28_03_02.png,4.43,I28.png,3
I28_03_03.png,3.9,I28.png,3
I28_03_04.png,2.73,I28.png,3
I28_03_05.png,2.17,I28.png,3
I29_03_01.png,4.77,I29.png,3
I29_03_02.png,4.4,I29.png,3
I29_03_03.png,3.5,I29.png,3
I29_03_04.png,2.33,I29.png,3
I29_03_05.png,2.03,I29.png,3
I30_03_01.png,4.67,I30.png,3
I30_03_02.png,4.7,I30.png,3
I30_03_03.png,3.7,I30.png,3
I30_03_04.png,3,I30.png,3
I30_03_05.png,2.33,I30.png,3
I31_03_01.png,4.63,I31.png,3
I31_03_02.png,4.23,I31.png,3
I31_03_03.png,3.13,I31.png,3
I31_03_04.png,2.33,I31.png,3
I31_03_05.png,1.57,I31.png,3
I32_03_01.png,4.57,I32.png,3
I32_03_02.png,3.73,I32.png,3
I32_03_03.png,2.77,I32.png,3
I32_03_04.png,1.93,I32.png,3
I32_03_05.png,1.6,I32.png,3
I33_03_01.png,4.57,I33.png,3
I33_03_02.png,3.7,I33.png,3
I33_03_03.png,2.33,I33.png,3
I33_03_04.png,1.97,I33.png,3
I33_03_05.png,1.6,I33.png,3
I34_03_01.png,4.43,I34.png,3
I34_03_02.png,4.03,I34.png,3
I34_03_03.png,2.9,I34.png,3
I34_03_04.png,2.17,I34.png,3
I34_03_05.png,1.7,I34.png,3
I35_03_01.png,4.7,I35.png,3
I35_03_02.png,4.53,I35.png,3
I35_03_03.png,2.97,I35.png,3
I35_03_04.png,2.47,I35.png,3
I35_03_05.png,1.9,I35.png,3
I36_03_01.png,4.7,I36.png,3
I36_03_02.png,4.5,I36.png,3
I36_03_03.png,3.13,I36.png,3
I36_03_04.png,2.07,I36.png,3
I36_03_05.png,2.03,I36.png,3
I37_03_01.png,4.57,I37.png,3
I37_03_02.png,4.23,I37.png,3
I37_03_03.png,2.9,I37.png,3
I37_03_04.png,2.13,I37.png,3
I37_03_05.png,1.6,I37.png,3
I38_03_01.png,4.67,I38.png,3
I38_03_02.png,4.2,I38.png,3
I38_03_03.png,3.23,I38.png,3
I38_03_04.png,2.3,I38.png,3
I38_03_05.png,1.77,I38.png,3
I39_03_01.png,4.77,I39.png,3
I39_03_02.png,4.33,I39.png,3
I39_03_03.png,2.77,I39.png,3
I39_03_04.png,1.97,I39.png,3
I39_03_05.png,1.47,I39.png,3
I40_03_01.png,4.3,I40.png,3
I40_03_02.png,3.27,I40.png,3
I40_03_03.png,2.23,I40.png,3
I40_03_04.png,1.37,I40.png,3
I40_03_05.png,1.17,I40.png,3
I41_03_01.png,4.57,I41.png,3
I41_03_02.png,4.6,I41.png,3
I41_03_03.png,3.47,I41.png,3
I41_03_04.png,2.4,I41.png,3
I41_03_05.png,1.77,I41.png,3
I42_03_01.png,4.77,I42.png,3
I42_03_02.png,4.43,I42.png,3
I42_03_03.png,3.07,I42.png,3
I42_03_04.png,2.33,I42.png,3
I42_03_05.png,1.7,I42.png,3
I43_03_01.png,4.7,I43.png,3
I43_03_02.png,4.47,I43.png,3
I43_03_03.png,3.53,I43.png,3
I43_03_04.png,2.83,I43.png,3
I43_03_05.png,2.3,I43.png,3
I44_03_01.png,4.47,I44.png,3
I44_03_02.png,4.47,I44.png,3
I44_03_03.png,3.37,I44.png,3
I44_03_04.png,2,I44.png,3
I44_03_05.png,1.57,I44.png,3
I45_03_01.png,4.6,I45.png,3
I45_03_02.png,3.8,I45.png,3
I45_03_03.png,2.53,I45.png,3
I45_03_04.png,1.9,I45.png,3
I45_03_05.png,1.6,I45.png,3
I46_03_01.png,4.67,I46.png,3
I46_03_02.png,4.1,I46.png,3
I46_03_03.png,3.3,I46.png,3
I46_03_04.png,2,I46.png,3
I46_03_05.png,1.53,I46.png,3
I47_03_01.png,4.63,I47.png,3
I47_03_02.png,4.27,I47.png,3
I47_03_03.png,3.17,I47.png,3
I47_03_04.png,2.4,I47.png,3
I47_03_05.png,1.7,I47.png,3
I48_03_01.png,4.53,I48.png,3
I48_03_02.png,4.27,I48.png,3
I48_03_03.png,3.23,I48.png,3
I48_03_04.png,2.48,I48.png,3
I48_03_05.png,2.13,I48.png,3
I49_03_01.png,4.73,I49.png,3
I49_03_02.png,4.47,I49.png,3
I49_03_03.png,3,I49.png,3
I49_03_04.png,2.5,I49.png,3
I49_03_05.png,1.8,I49.png,3
I50_03_01.png,4.6,I50.png,3
I50_03_02.png,3.8,I50.png,3
I50_03_03.png,2.77,I50.png,3
I50_03_04.png,2.2,I50.png,3
I50_03_05.png,1.53,I50.png,3
I51_03_01.png,4.77,I51.png,3
I51_03_02.png,4.03,I51.png,3
I51_03_03.png,1.93,I51.png,3
I51_03_04.png,2,I51.png,3
I51_03_05.png,1.23,I51.png,3
I52_03_01.png,4.7,I52.png,3
I52_03_02.png,4.2,I52.png,3
I52_03_03.png,2.67,I52.png,3
I52_03_04.png,1.77,I52.png,3
I52_03_05.png,1.6,I52.png,3
I53_03_01.png,4.73,I53.png,3
I53_03_02.png,4.3,I53.png,3
I53_03_03.png,3.4,I53.png,3
I53_03_04.png,2.53,I53.png,3
I53_03_05.png,1.77,I53.png,3
I54_03_01.png,4.5,I54.png,3
I54_03_02.png,3.6,I54.png,3
I54_03_03.png,2.1,I54.png,3
I54_03_04.png,1.6,I54.png,3
I54_03_05.png,1.43,I54.png,3
I55_03_01.png,4.63,I55.png,3
I55_03_02.png,4,I55.png,3
I55_03_03.png,2.4,I55.png,3
I55_03_04.png,2,I55.png,3
I55_03_05.png,1.57,I55.png,3
I56_03_01.png,4.63,I56.png,3
I56_03_02.png,4.27,I56.png,3
I56_03_03.png,2.43,I56.png,3
I56_03_04.png,1.97,I56.png,3
I56_03_05.png,1.6,I56.png,3
I57_03_01.png,4.6,I57.png,3
I57_03_02.png,3.8,I57.png,3
I57_03_03.png,2.37,I57.png,3
I57_03_04.png,1.87,I57.png,3
I57_03_05.png,1.4,I57.png,3
I58_03_01.png,4.57,I58.png,3
I58_03_02.png,4.47,I58.png,3
I58_03_03.png,3.4,I58.png,3
I58_03_04.png,2.93,I58.png,3
I58_03_05.png,2.27,I58.png,3
I59_03_01.png,4.83,I59.png,3
I59_03_02.png,4.27,I59.png,3
I59_03_03.png,3.43,I59.png,3
I59_03_04.png,2.3,I59.png,3
I59_03_05.png,1.47,I59.png,3
